Partition	Size	Members
5454_0	2	transcript/26639,transcript/30060
54_0	7	transcript/19188,transcript/20146,transcript/1514,transcript/1270,transcript/23674,transcript/1070,transcript/860
54_8	4	transcript/867,transcript/1512,transcript/1633,transcript/1626
5455_0	2	transcript/64996,transcript/25411
5456_0	5	transcript/26612,transcript/28953,transcript/27764,transcript/25695,transcript/29847
5457_0	4	transcript/29896,transcript/33503,transcript/27143,transcript/25881
5458_0	5	transcript/31421,transcript/35834,transcript/29379,transcript/3687,transcript/25944
5459_0	3	transcript/28251,transcript/30388,transcript/26321
5460_0	3	transcript/30219,transcript/41398,transcript/26658
5460_2	2	transcript/47024,transcript/30810
5461_0	4	transcript/32135,transcript/30419,transcript/33317,transcript/29932
5461_1	9	transcript/32969,transcript/25178,transcript/28327,transcript/38293,transcript/33806,transcript/28188,transcript/28798,transcript/34989,transcript/35789
5462_0	5	transcript/28475,transcript/25592,transcript/25301,transcript/27254,transcript/33095
5463_0	4	transcript/29365,transcript/30623,transcript/25538,transcript/28280
5464_0	2	transcript/25602,transcript/26539
546_0	3	transcript/3388,transcript/2206,transcript/2580
5465_0	3	transcript/25789,transcript/27462,transcript/30724
5466_0	3	transcript/25797,transcript/28302,transcript/27030
5467_1	3	transcript/24258,transcript/27508,transcript/23499
5467_3	2	transcript/26805,transcript/25889
5468_0	2	transcript/25924,transcript/26900
5469_0	6	transcript/26275,transcript/22918,transcript/33221,transcript/31554,transcript/31083,transcript/28551
5470_0	5	transcript/32665,transcript/37618,transcript/37937,transcript/32436,transcript/35957
5471_0	3	transcript/29345,transcript/32059,transcript/25611
5471_1	5	transcript/29351,transcript/31959,transcript/24788,transcript/33295,transcript/34468
5472_0	3	transcript/25686,transcript/38197,transcript/41418
5472_2	5	transcript/33462,transcript/39935,transcript/42455,transcript/42841,transcript/39496
5473_0	2	transcript/26092,transcript/26493
547_0	2	transcript/2646,transcript/2272
5475_0	3	transcript/26388,transcript/23878,transcript/28964
5476_0	2	transcript/26983,transcript/29056
5477_0	2	transcript/17806,transcript/40723
5478_0	5	transcript/26406,transcript/24297,transcript/25653,transcript/24970,transcript/32393
5479_0	4	transcript/25688,transcript/26565,transcript/29204,transcript/28521
5480_0	5	transcript/25775,transcript/37182,transcript/32557,transcript/39041,transcript/37075
5481_0	3	transcript/26906,transcript/25861,transcript/29435
5482_0	2	transcript/25877,transcript/26742
5483_0	6	transcript/36437,transcript/34035,transcript/30036,transcript/26365,transcript/32814,transcript/28418
5484_0	4	transcript/26901,transcript/28195,transcript/24910,transcript/30678
548_0	3	transcript/2431,transcript/2276,transcript/2936
5485_0	3	transcript/34434,transcript/25685,transcript/27210
5486_0	2	transcript/25689,transcript/29554
5487_0	5	transcript/25790,transcript/27230,transcript/29059,transcript/30381,transcript/22167
5487_2	2	transcript/33106,transcript/32429
5488_0	3	transcript/25958,transcript/32913,transcript/29162
5489_0	3	transcript/33635,transcript/39958,transcript/31257
5489_1	3	transcript/30893,transcript/33844,transcript/25211
5490_0	4	transcript/46260,transcript/43445,transcript/28791,transcript/25530
5491_1	3	transcript/25582,transcript/27523,transcript/32928
5492_0	2	transcript/29226,transcript/25616
5493_0	2	transcript/27632,transcript/25649
5494_0	3	transcript/22515,transcript/25747,transcript/27020
5495_0	3	transcript/25820,transcript/28444,transcript/26134
5496_0	3	transcript/49725,transcript/25875,transcript/27472
5497_0	6	transcript/23887,transcript/27484,transcript/33475,transcript/26016,transcript/27449,transcript/31927
5498_0	2	transcript/26528,transcript/41855
5499_0	6	transcript/31465,transcript/63367,transcript/27552,transcript/26929,transcript/26685,transcript/29694
5500_0	4	transcript/4330,transcript/24955,transcript/24271,transcript/4787
5501_0	14	transcript/5931,transcript/6589,transcript/8628,transcript/25926,transcript/17873,transcript/17490,transcript/7772,transcript/26797,transcript/34711,transcript/10773,transcript/33723,transcript/1167,transcript/13588,transcript/34350
5501_32	3	transcript/25575,transcript/28697,transcript/54193
5501_36	3	transcript/7343,transcript/34600,transcript/26958
5501_40	4	transcript/17065,transcript/27617,transcript/30117,transcript/27351
5501_9	2	transcript/46810,transcript/25766
5501_19	2	transcript/9648,transcript/28173
5501_25	2	transcript/31017,transcript/30550
5501_27	2	transcript/32933,transcript/27139
5501_29	2	transcript/18487,transcript/22425
5501_31	3	transcript/5483,transcript/5357,transcript/5517
5502_0	2	transcript/25806,transcript/64367
5502_1	2	transcript/36693,transcript/23423
5503_0	2	transcript/65301,transcript/23251
5504_0	3	transcript/25310,transcript/35456,transcript/25181
5505_0	8	transcript/40073,transcript/25313,transcript/33051,transcript/25699,transcript/25871,transcript/35963,transcript/29187,transcript/26469
5506_0	8	transcript/34268,transcript/31738,transcript/30369,transcript/27452,transcript/39992,transcript/23827,transcript/31057,transcript/25732
5507_0	3	transcript/25751,transcript/27754,transcript/29758
5508_0	4	transcript/29642,transcript/25895,transcript/33506,transcript/27943
5509_0	4	transcript/43843,transcript/29724,transcript/26111,transcript/31345
5511_0	4	transcript/33342,transcript/33390,transcript/29334,transcript/26349
5512_0	4	transcript/26390,transcript/33688,transcript/26139,transcript/29063
5513_0	6	transcript/28249,transcript/29933,transcript/26401,transcript/29052,transcript/37885,transcript/6463
5515_0	3	transcript/25619,transcript/26700,transcript/32329
5516_0	3	transcript/25728,transcript/23428,transcript/61218
5517_0	5	transcript/49056,transcript/44364,transcript/25805,transcript/42342,transcript/43747
5518_0	4	transcript/46456,transcript/45759,transcript/27169,transcript/25896
5520_0	2	transcript/26000,transcript/31978
5521_0	2	transcript/26969,transcript/27265
5522_0	10	transcript/29431,transcript/26335,transcript/24407,transcript/28495,transcript/27211,transcript/33389,transcript/52329,transcript/32192,transcript/34962,transcript/29030
5523_0	8	transcript/24928,transcript/40179,transcript/35503,transcript/30504,transcript/37991,transcript/35032,transcript/49979,transcript/27137
5524_0	2	transcript/25488,transcript/55091
552_0	4	transcript/2220,transcript/37132,transcript/34333,transcript/350
552_1	1	transcript/4129
5525_0	6	transcript/27092,transcript/32538,transcript/25574,transcript/29239,transcript/29860,transcript/30151
5526_0	3	transcript/25838,transcript/27156,transcript/30055
5528_0	6	transcript/25942,transcript/30251,transcript/8821,transcript/34755,transcript/30506,transcript/28988
5530_0	4	transcript/30509,transcript/35371,transcript/26952,transcript/29855
5531_0	5	transcript/24081,transcript/52956,transcript/26324,transcript/31699,transcript/27447
5534_0	3	transcript/31252,transcript/28426,transcript/26343
5535_0	4	transcript/31547,transcript/31027,transcript/29925,transcript/26578
5536_0	5	transcript/27952,transcript/38986,transcript/32672,transcript/34453,transcript/31050
5536_2	8	transcript/26135,transcript/34078,transcript/37629,transcript/28941,transcript/26695,transcript/37550,transcript/31344,transcript/32342
5537_0	4	transcript/25087,transcript/27216,transcript/42295,transcript/40772
5538_0	2	transcript/28887,transcript/25092
5539_0	2	transcript/26808,transcript/25232
5540_0	4	transcript/25638,transcript/25372,transcript/6666,transcript/6180
5541_0	2	transcript/25887,transcript/26942
5542_0	5	transcript/27504,transcript/26121,transcript/31657,transcript/35897,transcript/28903
5542_1	2	transcript/3269,transcript/2961
5544_0	6	transcript/27513,transcript/25647,transcript/26271,transcript/30767,transcript/26462,transcript/27939
5544_8	4	transcript/35531,transcript/30892,transcript/22757,transcript/28162
5545_0	4	transcript/25833,transcript/30408,transcript/31138,transcript/33001
5546_0	5	transcript/30425,transcript/33242,transcript/42808,transcript/36101,transcript/31258
5546_1	11	transcript/62551,transcript/25909,transcript/34563,transcript/39525,transcript/27159,transcript/36233,transcript/32993,transcript/34998,transcript/41278,transcript/28973,transcript/29303
5546_20	4	transcript/51741,transcript/32877,transcript/47457,transcript/37880
5546_6	2	transcript/33871,transcript/34008
5547_0	6	transcript/26060,transcript/32216,transcript/35105,transcript/34528,transcript/30997,transcript/31048
5548_0	2	transcript/48556,transcript/47863
5548_1	3	transcript/44035,transcript/26192,transcript/51462
5548_4	1	transcript/49302
5549_0	2	transcript/27167,transcript/28015
5549_1	6	transcript/29830,transcript/26470,transcript/27706,transcript/32161,transcript/27245,transcript/28182
5550_0	4	transcript/26627,transcript/21343,transcript/45147,transcript/29206
5551_0	3	transcript/29770,transcript/40844,transcript/23155
5553_0	4	transcript/28049,transcript/26201,transcript/30584,transcript/25224
5554_0	3	transcript/25925,transcript/28795,transcript/29138
555_0	2	transcript/2228,transcript/2352
55_0	3	transcript/828,transcript/1078,transcript/961
5556_0	7	transcript/29289,transcript/34369,transcript/31475,transcript/35973,transcript/30182,transcript/31253,transcript/26038
5556_1	3	transcript/29437,transcript/27302,transcript/29678
5557_0	3	transcript/47790,transcript/44311,transcript/26167
5558_0	8	transcript/27944,transcript/29590,transcript/32529,transcript/30083,transcript/30544,transcript/26301,transcript/33774,transcript/34689
5559_0	5	transcript/27540,transcript/26891,transcript/32970,transcript/22427,transcript/32496
5560_0	3	transcript/41091,transcript/27003,transcript/36539
5561_0	2	transcript/25989,transcript/6865
5562_0	4	transcript/39861,transcript/44041,transcript/42531,transcript/26075
5563_0	4	transcript/28230,transcript/26574,transcript/30838,transcript/25769
5564_0	2	transcript/26648,transcript/28462
5565_0	7	transcript/34888,transcript/33792,transcript/6609,transcript/9664,transcript/28993,transcript/36726,transcript/30054
5565_1	5	transcript/32092,transcript/22534,transcript/39749,transcript/33997,transcript/28549
556_0	3	transcript/2829,transcript/3352,transcript/2816
556_1	4	transcript/2185,transcript/2365,transcript/2695,transcript/2790
5566_0	4	transcript/27862,transcript/29803,transcript/30464,transcript/25816
5567_0	2	transcript/26047,transcript/52080
5568_0	6	transcript/26307,transcript/31429,transcript/26446,transcript/34133,transcript/34352,transcript/36474
5569_0	5	transcript/33607,transcript/27955,transcript/30820,transcript/28982,transcript/30336
5570_0	5	transcript/27405,transcript/26126,transcript/34177,transcript/30269,transcript/30921
5571_0	4	transcript/26414,transcript/28374,transcript/29414,transcript/31770
5572_0	7	transcript/26449,transcript/43455,transcript/37634,transcript/33772,transcript/37923,transcript/31094,transcript/41130
5573_0	3	transcript/26735,transcript/34633,transcript/33553
5574_0	9	transcript/33370,transcript/31248,transcript/42003,transcript/43495,transcript/35173,transcript/30277,transcript/27970,transcript/27891,transcript/32916
5575_0	4	transcript/26146,transcript/27189,transcript/34845,transcript/27722
557_0	2	transcript/2215,transcript/2782
5576_0	6	transcript/26344,transcript/32983,transcript/38362,transcript/32062,transcript/26947,transcript/64038
5577_0	4	transcript/31076,transcript/34440,transcript/32422,transcript/26482
5579_0	3	transcript/26729,transcript/26526,transcript/29602
5580_0	3	transcript/27334,transcript/32008,transcript/29048
5581_0	2	transcript/27550,transcript/31970
5582_0	4	transcript/27989,transcript/25812,transcript/26284,transcript/28192
5583_0	2	transcript/26856,transcript/26068
5584_0	3	transcript/26168,transcript/45600,transcript/38443
5585_0	2	transcript/34773,transcript/26306
558_0	2	transcript/2134,transcript/4653
5587_0	2	transcript/28619,transcript/21228
5588_0	3	transcript/30637,transcript/25240,transcript/25628
5589_0	2	transcript/43241,transcript/25718
5590_0	2	transcript/27446,transcript/26254
5592_0	4	transcript/31108,transcript/26531,transcript/30006,transcript/29286
5593_0	2	transcript/26944,transcript/28208
5594_0	3	transcript/26393,transcript/28178,transcript/31425
5595_0	9	transcript/10392,transcript/57613,transcript/35816,transcript/1919,transcript/3010,transcript/2443,transcript/27480,transcript/63451,transcript/42966
5595_1	18	transcript/45534,transcript/30084,transcript/38533,transcript/29616,transcript/29095,transcript/28869,transcript/37194,transcript/44315,transcript/31975,transcript/60938,transcript/29660,transcript/36519,transcript/66492,transcript/64837,transcript/44430,transcript/33057,transcript/32078,transcript/39798
5595_28	2	transcript/37438,transcript/35473
559_1	4	transcript/2529,transcript/2840,transcript/2210,transcript/3198
5596_0	8	transcript/27898,transcript/32897,transcript/27616,transcript/44533,transcript/53735,transcript/32236,transcript/23264,transcript/45261
5597_0	2	transcript/35089,transcript/33435
5598_0	15	transcript/28274,transcript/64958,transcript/37831,transcript/32089,transcript/27046,transcript/30656,transcript/30488,transcript/40809,transcript/39741,transcript/30203,transcript/26185,transcript/24193,transcript/26643,transcript/36988,transcript/29728
5599_0	3	transcript/26283,transcript/27252,transcript/33850
5_0	10	transcript/9884,transcript/1516,transcript/503,transcript/951,transcript/639,transcript/497,transcript/705,transcript/710,transcript/814,transcript/7075
5600_0	2	transcript/26296,transcript/27052
5601_0	4	transcript/36805,transcript/26318,transcript/32932,transcript/24042
5602_0	5	transcript/25140,transcript/22611,transcript/30097,transcript/57245,transcript/28648
5602_3	2	transcript/28262,transcript/31173
5603_0	8	transcript/37788,transcript/38877,transcript/41203,transcript/35285,transcript/31893,transcript/37663,transcript/26198,transcript/31468
5604_0	2	transcript/26397,transcript/27455
5605_0	2	transcript/27974,transcript/26514
5605_1	3	transcript/27638,transcript/34970,transcript/34007
560_0	6	transcript/2440,transcript/3180,transcript/2370,transcript/4291,transcript/4048,transcript/2201
560_3	3	transcript/3061,transcript/3924,transcript/5149
5606_0	3	transcript/32280,transcript/30370,transcript/26517
5607_0	5	transcript/34844,transcript/31192,transcript/26623,transcript/27823,transcript/35109
5608_0	3	transcript/35469,transcript/30168,transcript/24248
5609_0	2	transcript/25968,transcript/27789
5610_0	2	transcript/26132,transcript/26875
5611_0	4	transcript/37471,transcript/37954,transcript/26278,transcript/33765
5612_0	2	transcript/28943,transcript/26602
5613_0	3	transcript/26626,transcript/26887,transcript/61772
5614_0	2	transcript/26924,transcript/30075
5615_0	2	transcript/25493,transcript/24872
561_1	2	transcript/2286,transcript/2920
5616_0	4	transcript/39535,transcript/25535,transcript/37966,transcript/34061
5617_0	2	transcript/26262,transcript/32311
5620_0	2	transcript/29439,transcript/26844
5621_0	4	transcript/30866,transcript/30064,transcript/27083,transcript/29267
5622_0	2	transcript/34870,transcript/27340
5624_0	4	transcript/60157,transcript/56472,transcript/57164,transcript/26040
5625_0	12	transcript/39174,transcript/37744,transcript/32470,transcript/28637,transcript/34890,transcript/27058,transcript/30551,transcript/33668,transcript/27419,transcript/29954,transcript/26302,transcript/34597
5626_0	3	transcript/28928,transcript/26893,transcript/32425
5627_0	2	transcript/27662,transcript/26931
5628_0	4	transcript/27590,transcript/29885,transcript/29342,transcript/27241
5629_0	4	transcript/37733,transcript/28591,transcript/27112,transcript/25870
5630_0	3	transcript/29515,transcript/25947,transcript/27411
5631_0	2	transcript/26169,transcript/29272
5632_0	5	transcript/53868,transcript/53210,transcript/56212,transcript/55668,transcript/26581
5633_0	2	transcript/26832,transcript/27238
5634_0	2	transcript/31155,transcript/26993
5635_0	3	transcript/34716,transcript/26325,transcript/26894
5637_0	7	transcript/26108,transcript/26109,transcript/35839,transcript/28377,transcript/41869,transcript/36356,transcript/30363
5638_1	9	transcript/26153,transcript/45253,transcript/45367,transcript/48266,transcript/41508,transcript/40028,transcript/39471,transcript/49460,transcript/41828
5641_0	5	transcript/27012,transcript/22637,transcript/26317,transcript/35781,transcript/28406
5642_0	4	transcript/26246,transcript/31329,transcript/27969,transcript/28947
5643_0	3	transcript/24896,transcript/36065,transcript/26661
5644_0	4	transcript/42776,transcript/33074,transcript/26546,transcript/26718
5645_0	6	transcript/26727,transcript/33064,transcript/36267,transcript/35401,transcript/28891,transcript/32006
564_0	2	transcript/2970,transcript/2290
5646_0	2	transcript/28092,transcript/26761
5647_0	2	transcript/26847,transcript/30515
5648_0	4	transcript/42319,transcript/30275,transcript/41227,transcript/31326
5649_0	2	transcript/26822,transcript/24590
5650_0	2	transcript/26087,transcript/25803
5651_0	3	transcript/26635,transcript/31404,transcript/29380
5652_0	4	transcript/27237,transcript/26737,transcript/29680,transcript/28389
5653_0	14	transcript/34875,transcript/52444,transcript/28087,transcript/31962,transcript/30951,transcript/40834,transcript/29105,transcript/28147,transcript/37676,transcript/28908,transcript/31698,transcript/33492,transcript/25390,transcript/31343
5653_10	5	transcript/38171,transcript/28022,transcript/33559,transcript/29338,transcript/38141
5654_0	3	transcript/32577,transcript/28780,transcript/26110
5655_0	6	transcript/31712,transcript/30976,transcript/26988,transcript/30384,transcript/32241,transcript/26304
5656_0	3	transcript/53825,transcript/26369,transcript/42072
5657_0	5	transcript/26916,transcript/30452,transcript/30958,transcript/28468,transcript/31907
5657_8	5	transcript/23700,transcript/36302,transcript/33341,transcript/29233,transcript/32639
5658_0	4	transcript/27100,transcript/32943,transcript/31147,transcript/31828
5659_0	3	transcript/27133,transcript/29949,transcript/28344
5660_0	7	transcript/42517,transcript/27194,transcript/42411,transcript/38247,transcript/44882,transcript/37856,transcript/40594
5660_8	4	transcript/42727,transcript/32887,transcript/42926,transcript/37805
5661_0	5	transcript/31241,transcript/34811,transcript/28938,transcript/24072,transcript/65104
5662_0	2	transcript/26439,transcript/28470
5663_0	2	transcript/26604,transcript/30217
5664_0	2	transcript/31725,transcript/26642
5665_0	2	transcript/9207,transcript/26650
566_0	6	transcript/5420,transcript/3169,transcript/2837,transcript/3360,transcript/2216,transcript/2933
5666_0	2	transcript/27331,transcript/26682
5667_0	2	transcript/34103,transcript/27071
5668_0	3	transcript/24522,transcript/30796,transcript/28293
5670_0	6	transcript/34045,transcript/5480,transcript/26812,transcript/28143,transcript/29736,transcript/26489
5672_0	2	transcript/35267,transcript/30813
5672_1	3	transcript/33365,transcript/31680,transcript/28436
5672_3	2	transcript/27378,transcript/31282
5672_8	2	transcript/26703,transcript/31137
5673_0	3	transcript/26766,transcript/25436,transcript/36263
5674_0	7	transcript/26915,transcript/30135,transcript/38095,transcript/31709,transcript/28491,transcript/32291,transcript/30597
5675_0	2	transcript/28925,transcript/26956
567_0	4	transcript/467,transcript/325,transcript/358,transcript/457
5676_0	2	transcript/27497,transcript/27034
5677_0	4	transcript/50512,transcript/65034,transcript/39405,transcript/21884
5679_0	5	transcript/28445,transcript/33905,transcript/32462,transcript/36504,transcript/31001
5680_0	3	transcript/36744,transcript/32435,transcript/29461
5681_0	4	transcript/37791,transcript/37610,transcript/26774,transcript/40156
5682_0	2	transcript/28523,transcript/26853
5683_0	2	transcript/26975,transcript/31376
5684_0	1	transcript/259
5684_1	2	transcript/26989,transcript/40410
5685_0	10	transcript/27188,transcript/29967,transcript/32940,transcript/33836,transcript/34168,transcript/31040,transcript/37171,transcript/32390,transcript/37482,transcript/37963
568_0	2	transcript/3448,transcript/2235
5686_0	2	transcript/34864,transcript/35104
5686_1	5	transcript/26253,transcript/30562,transcript/27065,transcript/40196,transcript/28039
5687_0	7	transcript/30853,transcript/7393,transcript/32519,transcript/32215,transcript/36850,transcript/26563,transcript/33332
5688_0	4	transcript/27365,transcript/29673,transcript/26594,transcript/34728
5689_0	3	transcript/26899,transcript/29149,transcript/28814
5690_0	2	transcript/27297,transcript/26955
5691_0	6	transcript/43009,transcript/29192,transcript/36074,transcript/26976,transcript/40466,transcript/30391
5692_0	2	transcript/34640,transcript/25990
5693_0	4	transcript/62172,transcript/26858,transcript/57068,transcript/53485
5693_1	5	transcript/8644,transcript/10161,transcript/5330,transcript/4674,transcript/6371
5693_10	2	transcript/53686,transcript/57922
5694_0	10	transcript/29852,transcript/33359,transcript/31144,transcript/30010,transcript/27067,transcript/31031,transcript/29327,transcript/26717,transcript/34327,transcript/38227
5695_0	8	transcript/49525,transcript/23131,transcript/59760,transcript/57179,transcript/62148,transcript/56702,transcript/51844,transcript/53758
569_0	3	transcript/2691,transcript/2245,transcript/2359
5696_1	2	transcript/7412,transcript/26843
5696_4	1	transcript/34828
5697_0	3	transcript/29560,transcript/26927,transcript/30261
5698_0	1	transcript/40137
5698_1	2	transcript/27191,transcript/29608
5698_3	2	transcript/31042,transcript/33120
5699_0	4	transcript/31111,transcript/32628,transcript/34536,transcript/27396
5700_0	3	transcript/30255,transcript/35204,transcript/28046
5701_0	2	transcript/26523,transcript/6951
5702_0	3	transcript/29659,transcript/26816,transcript/25091
5702_8	2	transcript/40307,transcript/26841
5702_3	2	transcript/30590,transcript/29603
5704_0	3	transcript/7773,transcript/26907,transcript/27678
5705_0	5	transcript/30299,transcript/28016,transcript/39837,transcript/32372,transcript/27353
570_0	6	transcript/3384,transcript/36919,transcript/5815,transcript/2515,transcript/2268,transcript/4064
5706_0	3	transcript/26463,transcript/27756,transcript/27490
5708_1	6	transcript/56353,transcript/54990,transcript/54317,transcript/57532,transcript/64696,transcript/57105
5708_2	7	transcript/54481,transcript/62458,transcript/56809,transcript/52646,transcript/59761,transcript/53703,transcript/59870
5709_0	3	transcript/32480,transcript/30040,transcript/36881
5709_3	1	transcript/27768
5710_0	5	transcript/28850,transcript/29231,transcript/44791,transcript/26490,transcript/41688
5711_0	20	transcript/32209,transcript/38176,transcript/33201,transcript/31247,transcript/40506,transcript/39446,transcript/27890,transcript/24628,transcript/30091,transcript/33418,transcript/28751,transcript/26764,transcript/30292,transcript/41547,transcript/65677,transcript/29301,transcript/38954,transcript/42663,transcript/29228,transcript/65915
5712_0	6	transcript/29469,transcript/43741,transcript/39369,transcript/40191,transcript/26884,transcript/43045
5713_1	2	transcript/30477,transcript/27209
5713_3	2	transcript/29573,transcript/30294
5714_0	3	transcript/32083,transcript/33320,transcript/45063
5714_1	3	transcript/27424,transcript/28738,transcript/28779
5715_0	2	transcript/24754,transcript/29167
5716_0	3	transcript/33546,transcript/28275,transcript/25815
5717_0	3	transcript/30481,transcript/26668,transcript/32294
5719_0	3	transcript/38151,transcript/26933,transcript/29579
5720_0	11	transcript/28085,transcript/27051,transcript/28443,transcript/37067,transcript/36178,transcript/27916,transcript/28415,transcript/31256,transcript/32629,transcript/53469,transcript/33866
5721_0	2	transcript/27391,transcript/27235
5722_0	3	transcript/31901,transcript/25749,transcript/27454
5723_0	4	transcript/26704,transcript/34060,transcript/29471,transcript/26113
5724_0	3	transcript/28743,transcript/29387,transcript/26471
5725_0	13	transcript/35883,transcript/45952,transcript/31398,transcript/27772,transcript/29282,transcript/35062,transcript/30923,transcript/29462,transcript/41384,transcript/29617,transcript/26895,transcript/26100,transcript/27595
572_0	4	transcript/2343,transcript/58509,transcript/3544,transcript/2111
5726_0	3	transcript/26996,transcript/30965,transcript/31952
5727_0	2	transcript/31719,transcript/27021
5728_0	3	transcript/32806,transcript/34193,transcript/30414
5729_1	2	transcript/31357,transcript/28980
5730_0	3	transcript/27812,transcript/31707,transcript/27205
5731_0	4	transcript/27435,transcript/30972,transcript/35337,transcript/31299
5731_3	3	transcript/32119,transcript/36533,transcript/32018
5732_0	3	transcript/27593,transcript/32891,transcript/34338
5733_0	3	transcript/50239,transcript/28485,transcript/44264
5734_0	4	transcript/36131,transcript/30704,transcript/29907,transcript/26017
5735_0	7	transcript/41420,transcript/58779,transcript/36903,transcript/35759,transcript/34004,transcript/35162,transcript/27006
573_0	5	transcript/3591,transcript/2214,transcript/2194,transcript/3654,transcript/2757
5736_0	2	transcript/27011,transcript/27589
5737_0	3	transcript/31440,transcript/27085,transcript/29546
5738_0	6	transcript/32766,transcript/39599,transcript/28587,transcript/28219,transcript/27000,transcript/34645
5739_0	5	transcript/28862,transcript/27068,transcript/30238,transcript/42070,transcript/41104
5742_0	2	transcript/32125,transcript/24114
5743_0	2	transcript/26379,transcript/25679
5744_0	4	transcript/41189,transcript/26715,transcript/23761,transcript/30263
5745_0	2	transcript/26979,transcript/29133
574_0	2	transcript/2280,transcript/2576
5746_0	2	transcript/27404,transcript/28126
5748_0	6	transcript/38703,transcript/43522,transcript/29468,transcript/33191,transcript/49644,transcript/31880
5748_8	4	transcript/34072,transcript/26923,transcript/26290,transcript/32534
5749_0	3	transcript/29034,transcript/26694,transcript/30322
5750_0	10	transcript/42516,transcript/30528,transcript/46380,transcript/36643,transcript/34519,transcript/28744,transcript/6312,transcript/31043,transcript/33869,transcript/36046
5750_1	2	transcript/30864,transcript/27316
5751_0	6	transcript/26377,transcript/30777,transcript/37463,transcript/35318,transcript/27592,transcript/39909
5752_0	2	transcript/28355,transcript/28975
5752_1	2	transcript/6655,transcript/29763
5753_0	2	transcript/26886,transcript/27136
5754_0	5	transcript/31894,transcript/27074,transcript/34437,transcript/34560,transcript/29304
5755_0	3	transcript/44382,transcript/27332,transcript/44552
5755_8	2	transcript/6571,transcript/3530
5755_2	11	transcript/26170,transcript/23176,transcript/32114,transcript/23063,transcript/28997,transcript/20222,transcript/16747,transcript/25710,transcript/23979,transcript/19224,transcript/65991
5755_16	4	transcript/40167,transcript/41018,transcript/61367,transcript/34918
5756_0	4	transcript/39013,transcript/32671,transcript/30903,transcript/27339
5756_2	2	transcript/31918,transcript/27853
5757_0	3	transcript/33689,transcript/22123,transcript/26815
5758_0	2	transcript/26088,transcript/28918
5759_0	7	transcript/36968,transcript/25807,transcript/31728,transcript/32800,transcript/26585,transcript/31764,transcript/37612
5760_0	6	transcript/31335,transcript/28458,transcript/35750,transcript/32055,transcript/27937,transcript/27797
5761_0	4	transcript/28536,transcript/28963,transcript/35208,transcript/33099
5761_1	4	transcript/34077,transcript/32369,transcript/29835,transcript/36282
5761_2	15	transcript/66333,transcript/30311,transcript/30715,transcript/30443,transcript/56602,transcript/33017,transcript/2103,transcript/61382,transcript/59290,transcript/36326,transcript/36473,transcript/29938,transcript/27981,transcript/45729,transcript/31237
5761_36	6	transcript/34935,transcript/36287,transcript/32569,transcript/29881,transcript/29531,transcript/29155
5761_33	9	transcript/40696,transcript/26550,transcript/58949,transcript/29649,transcript/34854,transcript/29715,transcript/31427,transcript/41766,transcript/30398
5761_65	3	transcript/32108,transcript/30337,transcript/31120
5761_64	18	transcript/30680,transcript/43686,transcript/42262,transcript/37229,transcript/28556,transcript/34976,transcript/31131,transcript/53808,transcript/36986,transcript/26265,transcript/65860,transcript/39000,transcript/29121,transcript/35087,transcript/44239,transcript/40210,transcript/36393,transcript/66563
5761_80	3	transcript/36225,transcript/32955,transcript/34357
5761_8	5	transcript/33953,transcript/29254,transcript/34028,transcript/28708,transcript/35073
5761_23	9	transcript/31886,transcript/29152,transcript/32540,transcript/36288,transcript/34647,transcript/28133,transcript/33069,transcript/30841,transcript/27838
5761_49	3	transcript/31808,transcript/32288,transcript/34789
5762_0	3	transcript/32763,transcript/24918,transcript/30527
5763_0	3	transcript/27774,transcript/25082,transcript/26572
5764_0	3	transcript/31106,transcript/27108,transcript/29870
5765_0	2	transcript/27200,transcript/29829
5766_0	6	transcript/36971,transcript/30537,transcript/31667,transcript/29795,transcript/31229,transcript/40090
5766_8	3	transcript/27469,transcript/29753,transcript/27242
5767_0	2	transcript/27485,transcript/27643
5767_1	2	transcript/32718,transcript/29729
5768_0	3	transcript/30872,transcript/34413,transcript/35687
5768_1	3	transcript/27800,transcript/25612,transcript/30198
5769_0	4	transcript/27406,transcript/29934,transcript/34730,transcript/29739
5770_0	2	transcript/29720,transcript/27410
5771_0	2	transcript/28672,transcript/27565
5772_0	4	transcript/28048,transcript/29478,transcript/27015,transcript/34397
5773_1	2	transcript/26118,transcript/37905
5774_1	3	transcript/30989,transcript/31126,transcript/27213
5775_0	5	transcript/29189,transcript/31695,transcript/31444,transcript/27306,transcript/36900
577_0	2	transcript/3008,transcript/2243
5776_0	6	transcript/31860,transcript/31750,transcript/28024,transcript/35688,transcript/27491,transcript/63155
5777_0	2	transcript/46031,transcript/27528
5778_0	2	transcript/27877,transcript/29114
5779_0	3	transcript/35001,transcript/32521,transcript/27887
5780_0	4	transcript/28165,transcript/32099,transcript/30730,transcript/36140
5781_0	6	transcript/60390,transcript/26090,transcript/28984,transcript/25361,transcript/38631,transcript/29363
5782_0	2	transcript/37521,transcript/32414
5782_1	6	transcript/27084,transcript/30339,transcript/37669,transcript/41534,transcript/40911,transcript/29305
5783_0	4	transcript/34145,transcript/27301,transcript/31005,transcript/27385
5784_0	2	transcript/27496,transcript/30116
5784_2	2	transcript/31055,transcript/34261
5785_0	2	transcript/30822,transcript/27519
5786_0	4	transcript/32819,transcript/27545,transcript/27225,transcript/28507
